961;MyBTC;;0;27397705
960;Crybex;195257639270;0;24330895
959;ExchangeKey;;0;42146657
953;Livex;;0;33370
956;Обменко;;0;5281576
958;24Zone;;0;30602534
962;StyleBTC;;0;321921
963;Global-Ex;;0;476494
955;AlfaBit;;0;61886742
966;BlaBlaChange;;0;124182996
964;ExBase;;0;445417
967;КриптоОбмен;;0;1403880
981;WMChanger;;0;7878283
1016;Банкир;;0;291966
997;CoinJoin;;0;24402812
985;Tuco;;0;10950387
983;Bitality;;0;417542864
968;CryptoMax;;0;106339645
973;Number1;;0;8647376
977;CityBit;;0;7375624
984;Cash-Bit;;0;6781906
969;4Money;;0;35759250
994;TipTopObmen;;0;59803247
976;ChangeProject;;0;363831776
992;OneMoment;;0;419158051
970;AlfaChange;;0;74861402
987;Itez;;0;3510351
982;WxMoney;;0;37515359
974;BestKurs24;;0;1106944
980;GrandChange;;0;398098022
975;PremierCash;;0;619304
986;PayFull;;0;71871
1011;IChangeOne;137024936562;0;1913963
999;LetsPay;;0;1066759
1003;Crypto-Market24;;0;716153
998;Момент;;0;36177
1040;HiExchange;209080513788;552;538125
1013;AvanChange;359556728149;0;30832173
1008;BroExchange;;0;32171061
1005;EezyCash;594705036984;3;23740073
1006;Сова;;0;256210554
1002;ExCenter;;0;4455027
1001;CatBit;;0;2865286
1000;BazaObmena;;0;13441883
1007;Platex;;0;0
1014;Coin24;;0;4071731
1015;ТочкаОбмена;512160110371;0;29910
1020;Bit2Cash;;0;1520511
1010;Coinumm;;0;872749
1032;Crypto-Bank;;0;233129
1026;Ripae;;0;371586
1021;Крипта;;0;180776803
1009;CryptoShopping;;0;16621
1029;SwiftChange;;0;17163206
1004;ExWm;910856141988;532;10094
1038;Обама;455223738561;227;3140913
1036;CoinCat;;0;10669227
1028;BTCSale;;0;14860203
1023;UnioChange;;0;17417296
1033;CosmoChanger;;0;33455502
1025;GlobalBits;;0;37499184
1035;CryptoXchange;;0;4636132
1024;Just-Exchanger;;0;20129
1037;Crypik;;0;5199958
1034;ClickPay;285857469245;41;11662942
1047;Money-Office;;0;8744863
1046;Муха;;0;225667
1045;AgCash;;0;3984533
1044;BitBong;;0;12750424
1041;AnyExchange;;0;0
1081;DotSatoshi;;0;11683397
1042;CoinBox;;0;0
1049;BlaBlaMoney;;0;23099775
1050;Kursov24;;0;32055239
1055;Finex24;;0;0
1065;X-Obmen;905028210175;0;921764
1054;24BitBank;;0;1733137
1053;ATMExchanger;;0;828478
1052;Artek-Exchanger;;0;2139842
